1	1000	2833219
2	1000	2833200
3	1000	2833208
4	1000	2833209
5	1000	2833210
6	1000	2833211
7	1000	2833212
8	1000	2833213
9	1001	9392003
10	1001	9392004
11	1001	9392005
12	1001	9392006
13	1001	9392007
14	1001	9392008
15	1001	9392009
16	1001	9392010
17	1001	9392011
18	1001	9392012
19	1001	9392013
20	1001	9392014
21	1001	9392015
22	1001	9392016
23	1001	9392017
24	1001	9392018
25	1001	9392019
26	1001	9392020
27	1002	8115390
28	1002	8115391
29	1002	8115392
30	1002	8115393
31	1002	8115394
32	1002	8115395
33	1002	8115396
34	1002	8115397
35	1002	8115398
36	1002	8115399
37	1002	8115400
38	1002	8115401
39	1002	8115402
40	1002	8115403
41	1003	9457584
42	1003	9457585
43	1003	9457586
44	1003	9457587
45	1003	9457588
46	1004	726625
47	1004	726626
48	1004	726627
49	1004	726628
50	1004	726629
51	1004	726630
52	1004	726631
53	1004	726632
54	1004	726633
55	1004	726634
56	1004	726635
57	1004	726636
58	1004	726637
59	1004	726638
60	1004	726639
61	1004	726640
62	1004	726641
63	1004	726642
64	1004	726643
65	1004	726644
66	1004	726645
67	1004	726646
68	1004	726647
69	1004	726648
70	1004	726649
71	1004	726650
72	1004	726651
73	1004	726652
74	1005	300553
75	1005	300554
76	1005	300556
77	1005	300557
78	1006	2165567
79	1006	2165568
80	1006	2165569
81	1006	2165570
82	1006	2165571
83	1006	2165572
84	1006	2165573
85	1006	2165574
86	1006	2165575
87	1006	2165576
88	1006	2165577
89	1006	2165578
90	1006	2165579
91	1006	2165580
92	1006	2165581
93	1006	2165582
94	1006	2165583
95	1006	2165584
96	1006	2165585
97	1006	2165586
98	1006	2165587
99	1006	2165588
100	1006	2165589
101	1006	2165590
102	1006	2165591
103	1006	2165592
104	1006	2165593
105	1006	2165594
106	1006	2165595
107	1006	2165596
108	1006	2165597
109	1006	2165598
110	1006	2165599
111	1006	2165600
112	1006	2165601
113	1006	2165616
114	1006	2165617
115	1006	2165618
116	1006	2165619
117	1006	2165620
118	1006	2165604
119	1006	2165605
120	1006	2165606
121	1006	2165607
122	1006	2165608
123	1007	9554747
124	1007	9554748
125	1007	9554749
126	1007	9554750
127	1008	2655202
128	1008	2655436
129	1008	2655437
130	1008	2655438
131	1008	2655439
132	1008	2655440
133	1009	2655202
134	1009	2655436
135	1009	2655437
136	1009	2655438
137	1009	2655439
138	1009	2655440
139	1009	2655520
140	1010	7183
141	1010	7184
142	1010	7185
143	1011	7183
144	1011	7184
145	1011	7185
