1659	985	1192	4	2008-01-25 10:54:11	2008-01-25 10:54:11	1	1
1660	985	1193	4	2008-01-25 10:54:11	2008-01-25 10:54:11	1	1
1661	985	1194	4	2008-01-25 10:54:11	2008-01-25 10:54:11	1	1
1662	985	1195	4	2008-01-25 10:54:11	2008-01-25 10:54:11	1	1
1663	985	1196	4	2008-01-25 10:54:11	2008-01-25 10:54:11	1	1
1665	986	1197	4	2008-01-25 10:54:12	2008-01-25 10:54:12	1	1
1666	986	1198	4	2008-01-25 10:54:12	2008-01-25 10:54:12	1	1
1667	986	1199	6	2008-01-25 10:54:12	2008-01-25 10:54:12	1	1
1668	987	1200	1	2008-01-25 10:54:13	2008-01-25 10:54:13	1	1
1669	988	1201	1	2008-01-25 10:54:14	2008-01-25 10:54:14	1	1
1670	989	272	5	2008-01-25 10:54:15	2008-01-25 10:54:15	1	1
1671	989	1202	1	2008-01-25 10:54:15	2008-01-25 10:54:15	1	1
1672	990	1203	1	2008-01-25 10:54:20	2008-01-25 10:54:20	1	1
1673	991	1204	1	2008-01-25 10:54:22	2008-01-25 10:54:22	1	1
1674	991	1205	4	2008-01-25 10:54:22	2008-01-25 10:54:22	1	1
1675	992	1206	1	2008-01-25 10:54:23	2008-01-25 10:54:23	1	1
1676	993	1207	1	2008-01-25 10:54:24	2008-01-25 10:54:24	1	1
1677	994	1208	4	2008-01-25 10:54:26	2008-01-25 10:54:26	1	1
1678	994	1209	4	2008-01-25 10:54:26	2008-01-25 10:54:26	1	1
1679	994	1210	4	2008-01-25 10:54:26	2008-01-25 10:54:26	1	1
1680	995	1211	1	2008-01-25 10:54:29	2008-01-25 10:54:29	1	1
1681	996	1212	1	2008-01-25 10:54:30	2008-01-25 10:54:30	1	1
1682	997	1206	1	2008-01-25 10:54:31	2008-01-25 10:54:31	1	1
1683	998	1213	2	2008-01-25 10:54:31	2008-01-25 10:54:31	1	1
1684	998	1214	4	2008-01-25 10:54:31	2008-01-25 10:54:31	1	1
1687	1000	1213	2	2008-01-25 10:54:37	2008-01-25 10:54:37	1	1
1688	1001	1217	1	2008-01-25 10:54:41	2008-01-25 10:54:41	1	1
1689	1001	1218	4	2008-01-25 10:54:41	2008-01-25 10:54:41	1	1
5871	986	3324	5	2008-04-14 12:53:36	2008-04-14 12:53:36	1	1
6296	958	1163	1	2008-04-15 15:35:09	2008-04-15 15:35:09	1	1
6297	973	1180	5	2008-04-15 15:35:09	2008-04-15 15:35:09	1	1
6298	999	1215	1	2008-04-15 15:35:09	2008-04-15 15:35:09	1	1
12789	989	3414	5	2008-09-28 00:28:42	2008-09-28 00:28:42	1	1
20046	980	11082	2	2009-05-10 00:05:54	2009-05-10 00:05:54	1	1
