13625	918	15689	2	2008-07-18 07:53:01	2008-07-18 07:53:01
13637	940	15701	2	2008-07-18 07:53:01	2008-07-18 07:53:01
14689	975	24365	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15143	917	15508	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15144	918	15509	4	2008-07-18 07:53:01	2008-07-18 07:53:01
15145	919	15510	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15146	920	15511	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15147	921	15512	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15148	922	15513	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15149	923	15514	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15150	924	15515	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15151	925	15516	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15152	926	15517	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15153	918	15518	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15154	927	15519	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15155	928	15520	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15156	929	15521	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15157	927	15522	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15158	930	15523	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15159	931	15524	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15160	931	15525	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15161	932	15526	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15162	933	15527	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15163	934	15528	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15164	935	15529	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15165	936	15530	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15166	937	15531	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15167	938	15532	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15168	927	15533	4	2008-07-18 07:53:01	2008-07-18 07:53:01
15169	939	15534	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15170	929	15535	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15171	940	15536	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15172	941	15537	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15173	942	15538	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15174	943	15539	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15175	944	15540	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15176	945	15541	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15177	946	15542	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15178	947	15543	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15179	948	15544	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15180	949	15545	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15181	950	15546	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15182	951	15547	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15183	952	15548	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15186	954	15551	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15187	955	15552	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15188	956	15553	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15189	957	15554	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15190	958	15555	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15191	959	15556	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15192	960	15557	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15194	962	15559	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15195	963	15560	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15196	964	15561	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15197	965	15562	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15198	966	15563	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15199	967	15564	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15200	967	15565	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15201	967	15566	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15202	967	15567	4	2008-07-18 07:53:01	2008-07-18 07:53:01
15203	968	15568	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15204	969	15569	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15205	970	15570	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15206	971	15571	4	2008-07-18 07:53:01	2008-07-18 07:53:01
15207	972	15572	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15208	973	15573	20	2008-07-18 07:53:01	2008-07-18 07:53:01
15209	974	15574	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15210	975	15575	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15211	976	15576	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15215	979	15580	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15216	967	15581	5	2008-07-18 07:53:01	2008-07-18 07:53:01
15217	967	15582	6	2008-07-18 07:53:01	2008-07-18 07:53:01
15218	980	15583	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15219	981	15584	8	2008-07-18 07:53:01	2008-07-18 07:53:01
15220	981	15585	9	2008-07-18 07:53:01	2008-07-18 07:53:01
15221	981	15586	6	2008-07-18 07:53:01	2008-07-18 07:53:01
15222	982	15587	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15223	981	15588	5	2008-07-18 07:53:01	2008-07-18 07:53:01
15224	981	15589	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15225	981	15590	14	2008-07-18 07:53:01	2008-07-18 07:53:01
15226	981	15591	17	2008-07-18 07:53:01	2008-07-18 07:53:01
15227	981	15592	12	2008-07-18 07:53:01	2008-07-18 07:53:01
15228	981	15593	13	2008-07-18 07:53:01	2008-07-18 07:53:01
15229	982	15594	5	2008-07-18 07:53:01	2008-07-18 07:53:01
15230	982	15595	4	2008-07-18 07:53:01	2008-07-18 07:53:01
15231	981	15596	18	2008-07-18 07:53:01	2008-07-18 07:53:01
15232	981	15597	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15233	981	15598	15	2008-07-18 07:53:01	2008-07-18 07:53:01
15234	981	15599	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15235	982	15600	3	2008-07-18 07:53:01	2008-07-18 07:53:01
15236	983	15601	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15237	981	15602	4	2008-07-18 07:53:01	2008-07-18 07:53:01
15238	981	15603	11	2008-07-18 07:53:01	2008-07-18 07:53:01
15239	966	15604	1	2008-07-18 07:53:01	2008-07-18 07:53:01
15240	982	15605	2	2008-07-18 07:53:01	2008-07-18 07:53:01
15241	982	15606	8	2008-07-18 07:53:01	2008-07-18 07:53:01
15242	982	15607	6	2008-07-18 07:53:01	2008-07-18 07:53:01
15243	966	15608	2	2008-07-18 07:53:01	2008-07-18 07:53:01
