992	Anatomy	650	x	2008-01-25 10:54:23	2008-01-25 10:54:23
992	Anatomy, Comparative	650	a	2008-01-25 10:54:23	2008-01-25 10:54:23
992	Vertebrates	650	a	2008-01-25 10:54:23	2008-01-25 10:54:23
993	Embryology	650	a	2008-01-25 10:54:24	2008-01-25 10:54:24
993	Vertebrates	650	x	2008-01-25 10:54:24	2008-01-25 10:54:24
994	Dictionaries	650	v	2008-01-25 10:54:26	2008-01-25 10:54:26
994	Physiology	650	a	2008-01-25 10:54:26	2008-01-25 10:54:26
995	Fishes	650	a	2008-01-25 10:54:29	2008-01-25 10:54:29
995	Parasites	650	a	2008-01-25 10:54:29	2008-01-25 10:54:29
996	Anatomy	650	x	2008-01-25 10:54:30	2008-01-25 10:54:30
996	Bones	650	a	2008-01-25 10:54:30	2008-01-25 10:54:30
996	Mammals	650	a	2008-01-25 10:54:30	2008-01-25 10:54:30
997	Dissection	650	a	2008-01-25 10:54:31	2008-01-25 10:54:31
997	Frogs	650	a	2008-01-25 10:54:31	2008-01-25 10:54:31
998	Massachusetts	650	z	2008-01-25 10:54:31	2008-01-25 10:54:31
998	Scallop fisheries	650	a	2008-01-25 10:54:31	2008-01-25 10:54:31
998	Scallops	650	a	2008-01-25 10:54:31	2008-01-25 10:54:31
998	Shellfish fisheries	650	a	2008-01-25 10:54:31	2008-01-25 10:54:31
999	Anatomy	650	a	2008-04-15 14:47:09	2008-04-15 14:47:09
999	Dictionaries	650	v	2008-04-15 14:47:09	2008-04-15 14:47:09
999	Physiology	650	a	2008-04-15 14:47:09	2008-04-15 14:47:09
999	Zoology	650	a	2008-04-15 14:47:09	2008-04-15 14:47:09
1000	Fisheries	650	a	2008-01-25 10:54:37	2008-01-25 10:54:37
1000	Game protection	650	a	2008-01-25 10:54:37	2008-01-25 10:54:37
1000	Massachusetts	650	z	2008-01-25 10:54:37	2008-01-25 10:54:37
1001	Anatomy	650	x	2008-01-25 10:54:40	2008-01-25 10:54:40
1001	Cats	650	a	2008-01-25 10:54:40	2008-01-25 10:54:40
1001	Dissection	650	a	2008-01-25 10:54:40	2008-01-25 10:54:40
